"","orig.dest","orig","dest","year","orig_code","dest_code","flows","contig","comlang_off","colony","dist","col45","landlocked_orig","landlocked_dest","gdp_pc_dest","gdp_pc_orig","population_dest","population_orig"
"422","LKA_AUS","LKA","AUS",2005,144,36,11493,0,0,0,8751.808,0,0,0,40542.4981461435,6371.29069245621,20178543,19544988
"423","LKA_AUS","LKA","AUS",2010,144,36,21896,0,0,0,8751.808,0,0,0,42588.4509885439,8390.68531758687,22154687,20261738
"424","LKA_AUS","LKA","AUS",2015,144,36,23976,0,0,0,8751.808,0,0,0,45369.3103353939,11034.4085259692,23932499,20908024
"425","LKA_AUS","LKA","AUS",2020,144,36,12445,0,0,0,8751.808,0,0,0,46255.9119868882,11854.6045320469,25499881,21413250
"426","LSO_AUS","LSO","AUS",2000,426,36,0,0,1,0,10838.48,0,1,0,36510.1629185009,1732.56126968039,18991434,2032805
"427","LSO_AUS","LSO","AUS",2005,426,36,5,0,1,0,10838.48,0,1,0,40542.4981461435,1927.18201054821,20178543,1996115
"428","LSO_AUS","LSO","AUS",2010,426,36,11,0,1,0,10838.48,0,1,0,42588.4509885439,2216.12594820486,22154687,1995575
"429","LSO_AUS","LSO","AUS",2015,426,36,8,0,1,0,10838.48,0,1,0,45369.3103353939,2430.91666397978,23932499,2059011
"430","LSO_AUS","LSO","AUS",2020,426,36,6,0,1,0,10838.48,0,1,0,46255.9119868882,2177.1642479362,25499881,2142252
"431","LTU_AUS","LTU","AUS",2000,440,36,27,0,0,0,15291.39,0,0,0,36510.1629185009,12183.048285147,18991434,3501842
"432","LTU_AUS","LTU","AUS",2005,440,36,183,0,0,0,15291.39,0,0,0,40542.4981461435,18447.2135036914,20178543,3344259
"433","LTU_AUS","LTU","AUS",2010,440,36,187,0,0,0,15291.39,0,0,0,42588.4509885439,20926.5193586244,22154687,3123825
"434","LTU_AUS","LTU","AUS",2015,440,36,328,0,0,0,15291.39,0,0,0,45369.3103353939,26845.491412818,23932499,2931872
"435","LTU_AUS","LTU","AUS",2020,440,36,334,0,0,0,15291.39,0,0,0,46255.9119868882,31881.7072118666,25499881,2722291
"436","LVA_AUS","LVA","AUS",2000,428,36,22,0,0,0,15331.2,0,0,0,36510.1629185009,11188.5485470919,18991434,2384150
"437","LVA_AUS","LVA","AUS",2005,428,36,186,0,0,0,15331.2,0,0,0,40542.4981461435,17672.6008224212,20178543,2251996
"438","LVA_AUS","LVA","AUS",2010,428,36,234,0,0,0,15331.2,0,0,0,42588.4509885439,18373.7722735539,22154687,2118855
"439","LVA_AUS","LVA","AUS",2015,428,36,247,0,0,0,15331.2,0,0,0,45369.3103353939,23037.2416489277,23932499,1997675
"440","LVA_AUS","LVA","AUS",2020,428,36,173,0,0,0,15331.2,0,0,0,46255.9119868882,25701.7979480243,25499881,1886202
"441","MAC_AUS","MAC","AUS",2000,446,36,31,0,0,0,7411.163,0,0,0,36510.1629185009,44859.9704935846,18991434,427772
"442","MAC_AUS","MAC","AUS",2005,446,36,195,0,0,0,7411.163,0,0,0,40542.4981461435,68599.3763881602,20178543,482863
"443","MAC_AUS","MAC","AUS",2010,446,36,215,0,0,0,7411.163,0,0,0,42588.4509885439,102309.671861273,22154687,538215
"444","MAC_AUS","MAC","AUS",2015,446,36,211,0,0,0,7411.163,0,0,0,45369.3103353939,103047.93277331,23932499,602093
"445","MAC_AUS","MAC","AUS",2020,446,36,247,0,0,0,7411.163,0,0,0,46255.9119868882,47503.2979971839,25499881,649342
"446","MAR_AUS","MAR","AUS",2000,504,36,39,0,0,0,18008.29,0,0,0,36510.1629185009,4529.35408429513,18991434,28793672
"447","MAR_AUS","MAR","AUS",2005,504,36,175,0,0,0,18008.29,0,0,0,40542.4981461435,5443.59603819805,20178543,30455563
"448","MAR_AUS","MAR","AUS",2010,504,36,243,0,0,0,18008.29,0,0,0,42588.4509885439,6547.45816115362,22154687,32343384
"449","MAR_AUS","MAR","AUS",2015,504,36,360,0,0,0,18008.29,0,0,0,45369.3103353939,7415.9313715241,23932499,34663608
"450","MAR_AUS","MAR","AUS",2020,504,36,303,0,0,0,18008.29,0,0,0,46255.9119868882,7259.26068566702,25499881,36910558
"451","MDA_AUS","MDA","AUS",2000,498,36,21,0,0,0,15056.51,0,0,0,36510.1629185009,2697.05216138316,18991434,4202659
"452","MDA_AUS","MDA","AUS",2005,498,36,153,0,0,0,15056.51,0,0,0,40542.4981461435,3836.03375555162,20178543,4159296
"453","MDA_AUS","MDA","AUS",2010,498,36,165,0,0,0,15056.51,0,0,0,42588.4509885439,4573.58198211813,22154687,4086090
"454","MDA_AUS","MDA","AUS",2015,498,36,165,0,0,0,15056.51,0,0,0,45369.3103353939,5516.12339497207,23932499,4070705
"455","MDA_AUS","MDA","AUS",2020,498,36,104,0,0,0,15056.51,0,0,0,46255.9119868882,6062.26960343227,25499881,4033963
"456","MDG_AUS","MDG","AUS",2000,450,36,2,0,0,0,10050.92,0,0,0,36510.1629185009,1635.39862337813,18991434,15766806
"457","MDG_AUS","MDG","AUS",2005,450,36,11,0,0,0,10050.92,0,0,0,40542.4981461435,1577.33284368237,20178543,18336722
"458","MDG_AUS","MDG","AUS",2010,450,36,10,0,0,0,10050.92,0,0,0,42588.4509885439,1568.2186664359,22154687,21151640
"459","MDG_AUS","MDG","AUS",2015,450,36,10,0,0,0,10050.92,0,0,0,45369.3103353939,1560.19944257542,23932499,24234080
"460","MDG_AUS","MDG","AUS",2020,450,36,24,0,0,0,10050.92,0,0,0,46255.9119868882,1534.65248104056,25499881,27691019
"461","MDV_AUS","MDV","AUS",2000,462,36,3,0,0,0,9147.749,0,0,0,36510.1629185009,9028.21907357862,18991434,279396
"462","MDV_AUS","MDV","AUS",2005,462,36,65,0,0,0,9147.749,0,0,0,40542.4981461435,10577.2202032712,20178543,319604
"463","MDV_AUS","MDV","AUS",2010,462,36,146,0,0,0,9147.749,0,0,0,42588.4509885439,13018.0411760263,22154687,365730
"464","MDV_AUS","MDV","AUS",2015,462,36,155,0,0,0,9147.749,0,0,0,45369.3103353939,14957.5464322301,23932499,454914
"465","MDV_AUS","MDV","AUS",2020,462,36,112,0,0,0,9147.749,0,0,0,46255.9119868882,12345.279398623,25499881,540542
"466","MEX_AUS","MEX","AUS",2000,484,36,48,0,0,0,12985.17,0,0,0,36510.1629185009,15580.6725040119,18991434,98899845
"467","MEX_AUS","MEX","AUS",2005,484,36,373,0,0,0,12985.17,0,0,0,40542.4981461435,15687.1964569488,20178543,106005199
"468","MEX_AUS","MEX","AUS",2010,484,36,1209,0,0,0,12985.17,0,0,0,42588.4509885439,15621.8444931497,22154687,114092961
"469","MEX_AUS","MEX","AUS",2015,484,36,1416,0,0,0,12985.17,0,0,0,45369.3103353939,16942.2840156796,23932499,121858251
"470","MEX_AUS","MEX","AUS",2020,484,36,1074,0,0,0,12985.17,0,0,0,46255.9119868882,15683.8040944824,25499881,128932753
"471","MLI_AUS","MLI","AUS",2000,466,36,0,0,0,0,16866.65,0,1,0,36510.1629185009,1416.66245445843,18991434,10946448
"472","MLI_AUS","MLI","AUS",2005,466,36,6,0,0,0,16866.65,0,1,0,40542.4981461435,1702.60599622744,20178543,12775509
"473","MLI_AUS","MLI","AUS",2010,466,36,7,0,0,0,16866.65,0,1,0,42588.4509885439,1808.03028087583,22154687,15049352
"474","MLI_AUS","MLI","AUS",2015,466,36,21,0,0,0,16866.65,0,1,0,45369.3103353939,1870.86131180344,23932499,17438772
"475","MLI_AUS","MLI","AUS",2020,466,36,8,0,0,0,16866.65,0,1,0,46255.9119868882,1947.59360732168,25499881,20250834
"476","MLT_AUS","MLT","AUS",2000,470,36,33,0,1,0,16101.02,0,0,0,36510.1629185009,24498.7060617887,18991434,393649
"477","MLT_AUS","MLT","AUS",2005,470,36,281,0,1,0,16101.02,0,0,0,40542.4981461435,25941.4205098277,20178543,404659
"478","MLT_AUS","MLT","AUS",2010,470,36,411,0,1,0,16101.02,0,0,0,42588.4509885439,29402.2457616197,22154687,414257
"479","MLT_AUS","MLT","AUS",2015,470,36,255,0,1,0,16101.02,0,0,0,45369.3103353939,36525.9387838007,23932499,433559
"480","MLT_AUS","MLT","AUS",2020,470,36,107,0,1,0,16101.02,0,0,0,46255.9119868882,42249.0395812077,25499881,441539
"481","MMR_AUS","MMR","AUS",2000,104,36,206,0,0,0,8107.946,0,0,0,36510.1629185009,1190.0757855288,18991434,46719698
"482","MMR_AUS","MMR","AUS",2005,104,36,1713,0,0,0,8107.946,0,0,0,40542.4981461435,2077.98246595419,20178543,48949931
"483","MMR_AUS","MMR","AUS",2010,104,36,10859,0,0,0,8107.946,0,0,0,42588.4509885439,3023.96368373373,22154687,50600827
"484","MMR_AUS","MMR","AUS",2015,104,36,11372,0,0,0,8107.946,0,0,0,45369.3103353939,4176.35550008286,23932499,52680724
"485","MMR_AUS","MMR","AUS",2020,104,36,6670,0,0,0,8107.946,0,0,0,46255.9119868882,5312.64219958456,25499881,54409794
"486","MNG_AUS","MNG","AUS",2000,496,36,1,0,0,0,10114.63,0,1,0,36510.1629185009,4779.09696459702,18991434,2397417
"487","MNG_AUS","MNG","AUS",2005,496,36,55,0,0,0,10114.63,0,1,0,40542.4981461435,6251.52105539661,20178543,2526429
"488","MNG_AUS","MNG","AUS",2010,496,36,208,0,0,0,10114.63,0,1,0,42588.4509885439,7761.64643164861,22154687,2719902
"489","MNG_AUS","MNG","AUS",2015,496,36,206,0,0,0,10114.63,0,1,0,45369.3103353939,11490.1028032061,23932499,2998433
"490","MNG_AUS","MNG","AUS",2020,496,36,202,0,0,0,10114.63,0,1,0,46255.9119868882,12199.3057192246,25499881,3278292
"491","MOZ_AUS","MOZ","AUS",2000,508,36,0,0,0,0,10738.99,0,0,0,36510.1629185009,585.452922162028,18991434,17711925
"492","MOZ_AUS","MOZ","AUS",2005,508,36,32,0,0,0,10738.99,0,0,0,40542.4981461435,763.120683408056,20178543,20493927
"493","MOZ_AUS","MOZ","AUS",2010,508,36,53,0,0,0,10738.99,0,0,0,42588.4509885439,951.214624370789,22154687,23531567
"494","MOZ_AUS","MOZ","AUS",2015,508,36,56,0,0,0,10738.99,0,0,0,45369.3103353939,1161.7532508235,23932499,27042001
"495","MOZ_AUS","MOZ","AUS",2020,508,36,35,0,0,0,10738.99,0,0,0,46255.9119868882,1161.99526291429,25499881,31255435
"496","MRT_AUS","MRT","AUS",2000,478,36,0,0,0,0,17865.14,0,0,0,36510.1629185009,3876.50191418145,18991434,2630217
"497","MRT_AUS","MRT","AUS",2005,478,36,6,0,0,0,17865.14,0,0,0,40542.4981461435,4102.16496642219,20178543,3024198
"498","MRT_AUS","MRT","AUS",2010,478,36,95,0,0,0,17865.14,0,0,0,42588.4509885439,4225.42389872595,22154687,3494200
"499","MRT_AUS","MRT","AUS",2015,478,36,1,0,0,0,17865.14,0,0,0,45369.3103353939,4541.57417953643,23932499,4046304
"500","MRT_AUS","MRT","AUS",2020,478,36,3,0,0,0,17865.14,0,0,0,46255.9119868882,4466.1656623894,25499881,4649660
"501","MUS_AUS","MUS","AUS",2000,480,36,131,0,1,0,9105.979,0,0,0,36510.1629185009,11447.0454545387,18991434,1185147
"502","MUS_AUS","MUS","AUS",2005,480,36,1400,0,1,0,9105.979,0,0,0,40542.4981461435,13060.0788842181,20178543,1222010
"503","MUS_AUS","MUS","AUS",2010,480,36,3077,0,1,0,9105.979,0,0,0,42588.4509885439,16062.8169337335,22154687,1247953
"504","MUS_AUS","MUS","AUS",2015,480,36,4516,0,1,0,9105.979,0,0,0,45369.3103353939,19027.8902501911,23932499,1259457
"505","MUS_AUS","MUS","AUS",2020,480,36,1794,0,1,0,9105.979,0,0,0,46255.9119868882,18489.9385288025,25499881,1271767
"506","MWI_AUS","MWI","AUS",2000,454,36,1,0,1,0,11533.4,0,1,0,36510.1629185009,837.675504729693,18991434,11148751
"507","MWI_AUS","MWI","AUS",2005,454,36,38,0,1,0,11533.4,0,1,0,40542.4981461435,822.844924078956,20178543,12625950
"508","MWI_AUS","MWI","AUS",2010,454,36,98,0,1,0,11533.4,0,1,0,42588.4509885439,1014.0434071908,22154687,14539609
"509","MWI_AUS","MWI","AUS",2015,454,36,119,0,1,0,11533.4,0,1,0,45369.3103353939,1055.64825567728,23932499,16745305
"510","MWI_AUS","MWI","AUS",2020,454,36,52,0,1,0,11533.4,0,1,0,46255.9119868882,1045.18469212541,25499881,19129955
"511","MYS_AUS","MYS","AUS",2000,458,36,2011,0,0,0,6617.087,0,0,0,36510.1629185009,16384.8874468065,18991434,23194252
"512","MYS_AUS","MYS","AUS",2005,458,36,18764,0,0,0,6617.087,0,0,0,40542.4981461435,18734.6979853399,20178543,25690615
"513","MYS_AUS","MYS","AUS",2010,458,36,24951,0,0,0,6617.087,0,0,0,42588.4509885439,21307.092836306,22154687,28208028
"514","MYS_AUS","MYS","AUS",2015,458,36,24441,0,0,0,6617.087,0,0,0,45369.3103353939,25232.3723219535,23932499,30270965
"515","MYS_AUS","MYS","AUS",2020,458,36,14289,0,0,0,6617.087,0,0,0,46255.9119868882,26820.3661412688,25499881,32365998
"516","NAM_AUS","NAM","AUS",2000,516,36,16,0,1,0,12088.9,0,0,0,36510.1629185009,6430.40297657253,18991434,1794583
"517","NAM_AUS","NAM","AUS",2005,516,36,161,0,1,0,12088.9,0,0,0,40542.4981461435,7593.35540343378,20178543,1938316
"518","NAM_AUS","NAM","AUS",2010,516,36,130,0,1,0,12088.9,0,0,0,42588.4509885439,8262.93265752275,22154687,2118877
"519","NAM_AUS","NAM","AUS",2015,516,36,98,0,1,0,12088.9,0,0,0,45369.3103353939,9635.97269774737,23932499,2314901
"520","NAM_AUS","NAM","AUS",2020,516,36,67,0,1,0,12088.9,0,0,0,46255.9119868882,7944.50901640105,25499881,2540916
"521","NGA_AUS","NGA","AUS",2000,566,36,57,0,1,0,15521.28,0,0,0,36510.1629185009,2682.32110444696,18991434,122283853
"522","NGA_AUS","NGA","AUS",2005,566,36,725,0,1,0,15521.28,0,0,0,40542.4981461435,3735.73470608073,20178543,138865014
"523","NGA_AUS","NGA","AUS",2010,566,36,1522,0,1,0,15521.28,0,0,0,42588.4509885439,4842.90428859004,22154687,158503203
"524","NGA_AUS","NGA","AUS",2015,566,36,2154,0,1,0,15521.28,0,0,0,45369.3103353939,5353.99010931745,23932499,181137454
"525","NGA_AUS","NGA","AUS",2020,566,36,2881,0,1,0,15521.28,0,0,0,46255.9119868882,4792.85732669191,25499881,206139587
"526","NIC_AUS","NIC","AUS",2000,558,36,1,0,0,0,13756.67,0,0,0,36510.1629185009,3539.15748485817,18991434,5069310
"527","NIC_AUS","NIC","AUS",2005,558,36,8,0,0,0,13756.67,0,0,0,40542.4981461435,3862.63891293239,20178543,5438692
"528","NIC_AUS","NIC","AUS",2010,558,36,30,0,0,0,13756.67,0,0,0,42588.4509885439,4126.1191920416,22154687,5824058
"529","NIC_AUS","NIC","AUS",2015,558,36,33,0,0,0,13756.67,0,0,0,45369.3103353939,5077.34878203555,23932499,6223234
"530","NIC_AUS","NIC","AUS",2020,558,36,27,0,0,0,13756.67,0,0,0,46255.9119868882,4692.70635765827,25499881,6624554
"531","NLD_AUS","NLD","AUS",2000,528,36,507,0,0,0,16658.11,0,0,0,36510.1629185009,42086.3760637957,18991434,15926188
"532","NLD_AUS","NLD","AUS",2005,528,36,3464,0,0,0,16658.11,0,0,0,40542.4981461435,43763.6654156722,20178543,16367153
"533","NLD_AUS","NLD","AUS",2010,528,36,4531,0,0,0,16658.11,0,0,0,42588.4509885439,45962.3111660065,22154687,16682927
"534","NLD_AUS","NLD","AUS",2015,528,36,3805,0,0,0,16658.11,0,0,0,45369.3103353939,46939.9267233975,23932499,16938492
"535","NLD_AUS","NLD","AUS",2020,528,36,2384,0,0,0,16658.11,0,0,0,46255.9119868882,48644.8997501651,25499881,17134873
"536","NOR_AUS","NOR","AUS",2000,578,36,52,0,0,0,15963.53,0,0,0,36510.1629185009,57971.5261488084,18991434,4499375
"537","NOR_AUS","NOR","AUS",2005,578,36,598,0,0,0,15963.53,0,0,0,40542.4981461435,62778.0236627546,20178543,4632359
"538","NOR_AUS","NOR","AUS",2010,578,36,794,0,0,0,15963.53,0,0,0,42588.4509885439,62259.2324314222,22154687,4885878
"539","NOR_AUS","NOR","AUS",2015,578,36,681,0,0,0,15963.53,0,0,0,45369.3103353939,63800.8887612222,23932499,5199827
"540","NOR_AUS","NOR","AUS",2020,578,36,396,0,0,0,15963.53,0,0,0,46255.9119868882,64579.7184507563,25499881,5421242
"541","NPL_AUS","NPL","AUS",2000,524,36,145,0,0,0,9751.761,0,1,0,36510.1629185009,1703.659734378,18991434,23941099
"542","NPL_AUS","NPL","AUS",2005,524,36,2116,0,0,0,9751.761,0,1,0,40542.4981461435,1886.95330985544,20178543,25744500
"543","NPL_AUS","NPL","AUS",2010,524,36,4453,0,0,0,9751.761,0,1,0,42588.4509885439,2224.97694530935,22154687,27013207
"544","NPL_AUS","NPL","AUS",2015,524,36,17130,0,0,0,9751.761,0,1,0,45369.3103353939,2573.15016816633,23932499,27015033
"545","NPL_AUS","NPL","AUS",2020,524,36,16259,0,0,0,9751.761,0,1,0,46255.9119868882,2971.05424989047,25499881,29136808
"546","NZL_AUS","NZL","AUS",2000,554,36,31615,0,1,0,2333.461,0,0,0,36510.1629185009,27961.7997112765,18991434,3858992
"547","NZL_AUS","NZL","AUS",2005,554,36,121359,0,1,0,2333.461,0,0,0,40542.4981461435,31571.67450918,20178543,4135353
"548","NZL_AUS","NZL","AUS",2010,554,36,144063,0,1,0,2333.461,0,0,0,42588.4509885439,31924.4208410489,22154687,4370060
"549","NZL_AUS","NZL","AUS",2015,554,36,169814,0,1,0,2333.461,0,0,0,45369.3103353939,34674.8220967778,23932499,4614527
"550","NZL_AUS","NZL","AUS",2020,554,36,61610,0,1,0,2333.461,0,0,0,46255.9119868882,36884.7320372975,25499881,4822233
"551","OMN_AUS","OMN","AUS",2000,512,36,1,0,0,0,11674.18,0,0,0,36510.1629185009,45595.7252737947,18991434,2267973
"552","OMN_AUS","OMN","AUS",2005,512,36,12,0,0,0,11674.18,0,0,0,40542.4981461435,43365.1415736482,20178543,2511254
"553","OMN_AUS","OMN","AUS",2010,512,36,35,0,0,0,11674.18,0,0,0,42588.4509885439,45350.5500216261,22154687,3041435
"554","OMN_AUS","OMN","AUS",2015,512,36,61,0,0,0,11674.18,0,0,0,45369.3103353939,41006.7039573821,23932499,4267341
"555","OMN_AUS","OMN","AUS",2020,512,36,84,0,0,0,11674.18,0,0,0,46255.9119868882,36634.7230848993,25499881,5106622
"556","PAK_AUS","PAK","AUS",2000,586,36,865,0,1,0,11079.12,0,0,0,36510.1629185009,3280.75228268033,18991434,142343583
"557","PAK_AUS","PAK","AUS",2005,586,36,6411,0,1,0,11079.12,0,0,0,40542.4981461435,3804.11448455517,20178543,160304007
"558","PAK_AUS","PAK","AUS",2010,586,36,9038,0,1,0,11079.12,0,0,0,42588.4509885439,4143.12893897702,22154687,179424643
"559","PAK_AUS","PAK","AUS",2015,586,36,23036,0,1,0,11079.12,0,0,0,45369.3103353939,4506.6567730696,23932499,199426953
"560","PAK_AUS","PAK","AUS",2020,586,36,24714,0,1,0,11079.12,0,0,0,46255.9119868882,4820.19880677422,25499881,220892331
"561","PER_AUS","PER","AUS",2000,604,36,139,0,0,0,12809.17,0,0,0,36510.1629185009,6429.3689201734,18991434,26459944
"562","PER_AUS","PER","AUS",2005,604,36,929,0,0,0,12809.17,0,0,0,40542.4981461435,7440.42782883585,20178543,27866140
"563","PER_AUS","PER","AUS",2010,604,36,1729,0,0,0,12809.17,0,0,0,42588.4509885439,9762.30496356041,22154687,29027680
"564","PER_AUS","PER","AUS",2015,604,36,1606,0,0,0,12809.17,0,0,0,45369.3103353939,11534.7502899359,23932499,30470739
"565","PER_AUS","PER","AUS",2020,604,36,876,0,0,0,12809.17,0,0,0,46255.9119868882,10965.966729157,25499881,32971846
"566","PHL_AUS","PHL","AUS",2000,608,36,3604,0,1,0,6275.747,0,0,0,36510.1629185009,4325.14343078818,18991434,77991757
"567","PHL_AUS","PHL","AUS",2005,608,36,19676,0,1,0,6275.747,0,0,0,40542.4981461435,4908.35621255523,20178543,86326251
"568","PHL_AUS","PHL","AUS",2010,608,36,37746,0,1,0,6275.747,0,0,0,42588.4509885439,5759.11660663928,22154687,93966784
"569","PHL_AUS","PHL","AUS",2015,608,36,56747,0,1,0,6275.747,0,0,0,45369.3103353939,7111.98470511155,23932499,102113206
"570","PHL_AUS","PHL","AUS",2020,608,36,44213,0,1,0,6275.747,0,0,0,46255.9119868882,7728.18981037458,25499881,109581085
"571","POL_AUS","POL","AUS",2000,616,36,250,0,0,0,15607.68,0,0,0,36510.1629185009,14759.1932682214,18991434,38556699
"572","POL_AUS","POL","AUS",2005,616,36,1827,0,0,0,15607.68,0,0,0,40542.4981461435,17031.0503956723,20178543,38368957
"573","POL_AUS","POL","AUS",2010,616,36,2593,0,0,0,15607.68,0,0,0,42588.4509885439,21468.2026595599,22154687,38329784
"574","POL_AUS","POL","AUS",2015,616,36,2876,0,0,0,15607.68,0,0,0,45369.3103353939,25076.2002585427,23932499,38034076
"575","POL_AUS","POL","AUS",2020,616,36,2318,0,0,0,15607.68,0,0,0,46255.9119868882,29280.2130382436,25499881,37846605
"576","PRT_AUS","PRT","AUS",2000,620,36,98,0,0,0,18190.62,0,0,0,36510.1629185009,25980.5995470759,18991434,10297117
"577","PRT_AUS","PRT","AUS",2005,620,36,728,0,0,0,18190.62,0,0,0,40542.4981461435,26601.6530174515,20178543,10508494
"578","PRT_AUS","PRT","AUS",2010,620,36,923,0,0,0,18190.62,0,0,0,42588.4509885439,27129.2638919524,22154687,10596055
"579","PRT_AUS","PRT","AUS",2015,620,36,1437,0,0,0,18190.62,0,0,0,45369.3103353939,26459.3565622511,23932499,10368346
"580","PRT_AUS","PRT","AUS",2020,620,36,1058,0,0,0,18190.62,0,0,0,46255.9119868882,27784.8658844186,25499881,10196707
"581","PRY_AUS","PRY","AUS",2000,600,36,4,0,0,0,12780.68,0,1,0,36510.1629185009,8394.66690323975,18991434,5323202
"582","PRY_AUS","PRY","AUS",2005,600,36,39,0,0,0,12780.68,0,1,0,40542.4981461435,8443.27091452051,20178543,5824095
"583","PRY_AUS","PRY","AUS",2010,600,36,47,0,0,0,12780.68,0,1,0,42588.4509885439,10265.6841382525,22154687,6248017
"584","PRY_AUS","PRY","AUS",2015,600,36,13,0,0,0,12780.68,0,1,0,45369.3103353939,11665.5378935065,23932499,6688746
"585","PRY_AUS","PRY","AUS",2020,600,36,26,0,0,0,12780.68,0,1,0,46255.9119868882,12234.1794519986,25499881,7132530
"586","PSE_AUS","PSE","AUS",2000,275,36,13,0,0,0,14198.85,0,0,0,36510.1629185009,3026.35813891604,18991434,3224009
"587","PSE_AUS","PSE","AUS",2005,275,36,13,0,0,0,14198.85,0,0,0,40542.4981461435,3349.27897399754,20178543,3577956
"588","PSE_AUS","PSE","AUS",2010,275,36,7,0,0,0,14198.85,0,0,0,42588.4509885439,3734.86232125936,22154687,4055632
"589","PSE_AUS","PSE","AUS",2015,275,36,0,0,0,0,14198.85,0,0,0,45369.3103353939,4106.79706061886,23932499,4529160
"590","PSE_AUS","PSE","AUS",2020,275,36,21,0,0,0,14198.85,0,0,0,46255.9119868882,3685.69135069079,25499881,5101416
"591","ROU_AUS","ROU","AUS",2000,642,36,314,0,0,0,15242.04,0,0,0,36510.1629185009,10571.3704631179,18991434,22137423
"592","ROU_AUS","ROU","AUS",2005,642,36,1482,0,0,0,15242.04,0,0,0,40542.4981461435,14370.2871487296,20178543,21417287
"593","ROU_AUS","ROU","AUS",2010,642,36,1501,0,0,0,15242.04,0,0,0,42588.4509885439,17421.3380711851,22154687,20471860
"594","ROU_AUS","ROU","AUS",2015,642,36,1459,0,0,0,15242.04,0,0,0,45369.3103353939,20491.1750858,23932499,19925182
"595","ROU_AUS","ROU","AUS",2020,642,36,822,0,0,0,15242.04,0,0,0,46255.9119868882,24887.9936324363,25499881,19237682
"596","RUS_AUS","RUS","AUS",2000,643,36,487,0,0,0,14503.07,0,0,0,36510.1629185009,13216.1482232226,18991434,146404890
"597","RUS_AUS","RUS","AUS",2005,643,36,3748,0,0,0,14503.07,0,0,0,40542.4981461435,18149.1221859726,20178543,143672125
"598","RUS_AUS","RUS","AUS",2010,643,36,4877,0,0,0,14503.07,0,0,0,42588.4509885439,21669.5901635243,22154687,143479273
"599","RUS_AUS","RUS","AUS",2015,643,36,6149,0,0,0,14503.07,0,0,0,45369.3103353939,23676.7696689662,23932499,144985059
"600","RUS_AUS","RUS","AUS",2020,643,36,3921,0,0,0,14503.07,0,0,0,46255.9119868882,24691.4340541262,25499881,145934460
"601","RWA_AUS","RWA","AUS",2000,646,36,1,0,1,0,12709.23,0,1,0,36510.1629185009,793.331261304045,18991434,7933688
"602","RWA_AUS","RWA","AUS",2005,646,36,90,0,1,0,12709.23,0,1,0,40542.4981461435,1041.08342451251,20178543,8840220
"603","RWA_AUS","RWA","AUS",2010,646,36,398,0,1,0,12709.23,0,1,0,42588.4509885439,1361.58683980606,22154687,10039338
"604","RWA_AUS","RWA","AUS",2015,646,36,223,0,1,0,12709.23,0,1,0,45369.3103353939,1696.30205083566,23932499,11369066
"605","RWA_AUS","RWA","AUS",2020,646,36,175,0,1,0,12709.23,0,1,0,46255.9119868882,1957.38445397853,25499881,12952209
"606","SAU_AUS","SAU","AUS",2000,682,36,5,0,0,0,12782.14,0,0,0,36510.1629185009,48515.8367178005,18991434,20663840
"607","SAU_AUS","SAU","AUS",2005,682,36,26,0,0,0,12782.14,0,0,0,40542.4981461435,51340.7091731934,20178543,23816175
"608","SAU_AUS","SAU","AUS",2010,682,36,82,0,0,0,12782.14,0,0,0,42588.4509885439,52596.3605398429,22154687,27421468
"609","SAU_AUS","SAU","AUS",2015,682,36,187,0,0,0,12782.14,0,0,0,45369.3103353939,58742.7366460582,23932499,31717676
"610","SAU_AUS","SAU","AUS",2020,682,36,582,0,0,0,12782.14,0,0,0,46255.9119868882,53162.1862134505,25499881,34813867
"611","SEN_AUS","SEN","AUS",2000,686,36,9,0,0,0,17604.14,0,0,0,36510.1629185009,2501.59703768444,18991434,9797731
"612","SEN_AUS","SEN","AUS",2005,686,36,27,0,0,0,17604.14,0,0,0,40542.4981461435,2632.63654242339,20178543,11090123
"613","SEN_AUS","SEN","AUS",2010,686,36,42,0,0,0,17604.14,0,0,0,42588.4509885439,2658.54903223802,22154687,12678143
"614","SEN_AUS","SEN","AUS",2015,686,36,36,0,0,0,17604.14,0,0,0,45369.3103353939,2795.46212999444,23932499,14578450
"615","SEN_AUS","SEN","AUS",2020,686,36,26,0,0,0,17604.14,0,0,0,46255.9119868882,3121.48201746177,25499881,16743930
"616","SGP_AUS","SGP","AUS",2000,702,36,1015,0,1,0,6301.786,0,0,0,36510.1629185009,56644.6057330685,18991434,4028872
"617","SGP_AUS","SGP","AUS",2005,702,36,13244,0,1,0,6301.786,0,0,0,40542.4981461435,62548.3810826512,20178543,4265693
"618","SGP_AUS","SGP","AUS",2010,702,36,12508,0,1,0,6301.786,0,0,0,42588.4509885439,76847.9659162872,22154687,5131170
"619","SGP_AUS","SGP","AUS",2015,702,36,9129,0,1,0,6301.786,0,0,0,45369.3103353939,87880.9664276718,23932499,5592143
"620","SGP_AUS","SGP","AUS",2020,702,36,5888,0,1,0,6301.786,0,0,0,46255.9119868882,89445.1287085714,25499881,5850343
"621","SLB_AUS","SLB","AUS",2000,90,36,53,0,1,0,2862.103,0,0,0,36510.1629185009,1837.06781711727,18991434,412665
"622","SLB_AUS","SLB","AUS",2005,90,36,305,0,1,0,2862.103,0,0,0,40542.4981461435,1729.42842444988,20178543,469918
