coub,sex,age_lfs,edu_lfs,national,oecd,regionb,oecdb,fborn,number
ABW,1,0,99,1,1,SCAC,0,1,24
ABW,1,0,99,99,1,SCAC,0,1,1
ABW,1,1,1,0,1,SCAC,0,1,79
ABW,1,1,2,0,1,SCAC,0,1,112
ABW,1,1,3,0,1,SCAC,0,1,30
ABW,1,1,1,1,1,SCAC,0,1,50
ABW,1,1,2,1,1,SCAC,0,1,796
ABW,1,1,1,99,1,SCAC,0,1,1
ABW,1,2,1,0,1,SCAC,0,1,443
ABW,1,2,2,0,1,SCAC,0,1,3182
ABW,1,2,3,0,1,SCAC,0,1,2255
ABW,1,2,1,1,1,SCAC,0,1,686
ABW,1,2,2,1,1,SCAC,0,1,2116
ABW,1,2,3,1,1,SCAC,0,1,2542
ABW,1,2,3,99,1,SCAC,0,1,2
ABW,1,2,99,99,1,SCAC,0,1,1
ABW,1,3,1,0,1,SCAC,0,1,454
ABW,1,3,2,0,1,SCAC,0,1,4
ABW,1,3,3,0,1,SCAC,0,1,13
ABW,1,3,1,1,1,SCAC,0,1,151
ABW,1,3,2,1,1,SCAC,0,1,70
ABW,1,3,3,1,1,SCAC,0,1,90
ABW,1,3,99,99,1,SCAC,0,1,2
ABW,2,0,1,0,1,SCAC,0,1,3
ABW,2,0,99,0,1,SCAC,0,1,4
ABW,2,0,99,1,1,SCAC,0,1,242
ABW,2,0,99,99,1,SCAC,0,1,1
ABW,2,1,1,0,1,SCAC,0,1,89
ABW,2,1,2,0,1,SCAC,0,1,154
ABW,2,1,3,0,1,SCAC,0,1,18
ABW,2,1,1,1,1,SCAC,0,1,161
ABW,2,1,2,1,1,SCAC,0,1,379
ABW,2,1,3,1,1,SCAC,0,1,213
ABW,2,1,1,99,1,SCAC,0,1,1
ABW,2,2,1,0,1,SCAC,0,1,447
ABW,2,2,2,0,1,SCAC,0,1,3426
ABW,2,2,3,0,1,SCAC,0,1,3705
ABW,2,2,1,1,1,SCAC,0,1,825
ABW,2,2,2,1,1,SCAC,0,1,2059
ABW,2,2,3,1,1,SCAC,0,1,3693
ABW,2,2,3,99,1,SCAC,0,1,3
ABW,2,2,99,99,1,SCAC,0,1,1
ABW,2,3,1,0,1,SCAC,0,1,114
ABW,2,3,3,0,1,SCAC,0,1,10
ABW,2,3,1,1,1,SCAC,0,1,108
ABW,2,3,2,1,1,SCAC,0,1,120
ABW,2,3,3,1,1,SCAC,0,1,249
ABW,2,3,3,99,1,SCAC,0,1,1
AFG,1,0,1,0,1,ASIA,0,1,26130
AFG,1,0,2,0,1,ASIA,0,1,7
AFG,1,0,99,0,1,ASIA,0,1,8649
AFG,1,0,1,1,1,ASIA,0,1,1321
AFG,1,0,99,1,1,ASIA,0,1,3924
AFG,1,0,1,99,1,ASIA,0,1,3694
AFG,1,0,99,99,1,ASIA,0,1,5042
AFG,1,1,1,0,1,ASIA,0,1,52986
AFG,1,1,2,0,1,ASIA,0,1,11647
AFG,1,1,3,0,1,ASIA,0,1,1737
AFG,1,1,99,0,1,ASIA,0,1,10134
AFG,1,1,1,1,1,ASIA,0,1,7495
AFG,1,1,2,1,1,ASIA,0,1,9513
AFG,1,1,3,1,1,ASIA,0,1,2895
AFG,1,1,99,1,1,ASIA,0,1,776
AFG,1,1,1,99,1,ASIA,0,1,12994
AFG,1,1,2,99,1,ASIA,0,1,2384
AFG,1,1,3,99,1,ASIA,0,1,59
AFG,1,1,99,99,1,ASIA,0,1,153
AFG,1,2,1,0,1,ASIA,0,1,51577
AFG,1,2,2,0,1,ASIA,0,1,25178
AFG,1,2,3,0,1,ASIA,0,1,18596
AFG,1,2,99,0,1,ASIA,0,1,6728
AFG,1,2,1,1,1,ASIA,0,1,29764
AFG,1,2,2,1,1,ASIA,0,1,38600
AFG,1,2,3,1,1,ASIA,0,1,35313
AFG,1,2,99,1,1,ASIA,0,1,3136
AFG,1,2,1,99,1,ASIA,0,1,18045
AFG,1,2,2,99,1,ASIA,0,1,6410
AFG,1,2,3,99,1,ASIA,0,1,2478
AFG,1,2,99,99,1,ASIA,0,1,306
AFG,1,3,1,0,1,ASIA,0,1,2703
AFG,1,3,2,0,1,ASIA,0,1,548
AFG,1,3,3,0,1,ASIA,0,1,1056
AFG,1,3,99,0,1,ASIA,0,1,239
AFG,1,3,1,1,1,ASIA,0,1,2996
AFG,1,3,2,1,1,ASIA,0,1,2794
AFG,1,3,3,1,1,ASIA,0,1,5953
AFG,1,3,99,1,1,ASIA,0,1,131
AFG,1,3,1,99,1,ASIA,0,1,454
AFG,1,3,2,99,1,ASIA,0,1,152
AFG,1,3,3,99,1,ASIA,0,1,8
AFG,1,3,99,99,1,ASIA,0,1,243
AFG,2,0,1,0,1,ASIA,0,1,22233
AFG,2,0,3,0,1,ASIA,0,1,1
AFG,2,0,99,0,1,ASIA,0,1,6121
AFG,2,0,1,1,1,ASIA,0,1,724
AFG,2,0,99,1,1,ASIA,0,1,3008
AFG,2,0,1,99,1,ASIA,0,1,2855
AFG,2,0,99,99,1,ASIA,0,1,4385
AFG,2,1,1,0,1,ASIA,0,1,15128
AFG,2,1,2,0,1,ASIA,0,1,6449
AFG,2,1,3,0,1,ASIA,0,1,1617
AFG,2,1,99,0,1,ASIA,0,1,2801
AFG,2,1,1,1,1,ASIA,0,1,5036
AFG,2,1,2,1,1,ASIA,0,1,8983
AFG,2,1,3,1,1,ASIA,0,1,3332
AFG,2,1,99,1,1,ASIA,0,1,458
AFG,2,1,1,99,1,ASIA,0,1,3668
AFG,2,1,2,99,1,ASIA,0,1,272
AFG,2,1,3,99,1,ASIA,0,1,671
AFG,2,1,99,99,1,ASIA,0,1,74
AFG,2,2,1,0,1,ASIA,0,1,42392
AFG,2,2,2,0,1,ASIA,0,1,15122
AFG,2,2,3,0,1,ASIA,0,1,10054
AFG,2,2,99,0,1,ASIA,0,1,4585
AFG,2,2,1,1,1,ASIA,0,1,28133
AFG,2,2,2,1,1,ASIA,0,1,31414
AFG,2,2,3,1,1,ASIA,0,1,25865
AFG,2,2,99,1,1,ASIA,0,1,2265
AFG,2,2,1,99,1,ASIA,0,1,13403
AFG,2,2,2,99,1,ASIA,0,1,1088
AFG,2,2,3,99,1,ASIA,0,1,2240
AFG,2,2,99,99,1,ASIA,0,1,189
AFG,2,3,1,0,1,ASIA,0,1,3773
AFG,2,3,2,0,1,ASIA,0,1,116
AFG,2,3,3,0,1,ASIA,0,1,633
AFG,2,3,99,0,1,ASIA,0,1,386
AFG,2,3,1,1,1,ASIA,0,1,5228
AFG,2,3,2,1,1,ASIA,0,1,3179
AFG,2,3,3,1,1,ASIA,0,1,1859
AFG,2,3,99,1,1,ASIA,0,1,250
AFG,2,3,1,99,1,ASIA,0,1,638
AFG,2,3,2,99,1,ASIA,0,1,6
AFG,2,3,3,99,1,ASIA,0,1,98
AFG,2,3,99,99,1,ASIA,0,1,15
AFRI,1,0,1,0,1,AFRI,0,1,15280
AFRI,1,0,99,0,1,AFRI,0,1,270
AFRI,1,0,1,1,1,AFRI,0,1,5622
AFRI,1,0,99,1,1,AFRI,0,1,201
AFRI,1,0,99,99,1,AFRI,0,1,6
AFRI,1,1,1,0,1,AFRI,0,1,25381
AFRI,1,1,2,0,1,AFRI,0,1,9516
AFRI,1,1,3,0,1,AFRI,0,1,303
AFRI,1,1,99,0,1,AFRI,0,1,1450
AFRI,1,1,1,1,1,AFRI,0,1,2002
AFRI,1,1,2,1,1,AFRI,0,1,2182
AFRI,1,1,3,1,1,AFRI,0,1,2
AFRI,1,1,1,99,1,AFRI,0,1,7
AFRI,1,1,2,99,1,AFRI,0,1,9
AFRI,1,1,3,99,1,AFRI,0,1,1
AFRI,1,1,99,99,1,AFRI,0,1,3
AFRI,1,2,1,0,1,AFRI,0,1,40930
AFRI,1,2,2,0,1,AFRI,0,1,30946
AFRI,1,2,3,0,1,AFRI,0,1,24562
AFRI,1,2,99,0,1,AFRI,0,1,4740
AFRI,1,2,1,1,1,AFRI,0,1,12054
AFRI,1,2,2,1,1,AFRI,0,1,20250
AFRI,1,2,3,1,1,AFRI,0,1,16385
AFRI,1,2,99,1,1,AFRI,0,1,324
AFRI,1,2,1,99,1,AFRI,0,1,8
AFRI,1,2,2,99,1,AFRI,0,1,22
AFRI,1,2,3,99,1,AFRI,0,1,145
AFRI,1,2,99,99,1,AFRI,0,1,10
AFRI,1,3,1,0,1,AFRI,0,1,737
AFRI,1,3,2,0,1,AFRI,0,1,1025
AFRI,1,3,3,0,1,AFRI,0,1,690
AFRI,1,3,1,1,1,AFRI,0,1,1570
AFRI,1,3,2,1,1,AFRI,0,1,2582
AFRI,1,3,3,1,1,AFRI,0,1,3172
AFRI,1,3,99,1,1,AFRI,0,1,5
AFRI,1,3,2,99,1,AFRI,0,1,3
AFRI,1,3,99,99,1,AFRI,0,1,1
AFRI,2,0,1,0,1,AFRI,0,1,15895
AFRI,2,0,99,0,1,AFRI,0,1,1
AFRI,2,0,1,1,1,AFRI,0,1,4979
AFRI,2,0,99,1,1,AFRI,0,1,318
AFRI,2,0,99,99,1,AFRI,0,1,4
AFRI,2,1,1,0,1,AFRI,0,1,10456
AFRI,2,1,2,0,1,AFRI,0,1,5389
AFRI,2,1,3,0,1,AFRI,0,1,759
AFRI,2,1,99,0,1,AFRI,0,1,607
AFRI,2,1,1,1,1,AFRI,0,1,798
AFRI,2,1,2,1,1,AFRI,0,1,570
AFRI,2,1,3,1,1,AFRI,0,1,113
AFRI,2,1,99,1,1,AFRI,0,1,1
AFRI,2,1,1,99,1,AFRI,0,1,4
AFRI,2,1,2,99,1,AFRI,0,1,6
AFRI,2,1,3,99,1,AFRI,0,1,1
AFRI,2,1,99,99,1,AFRI,0,1,1
AFRI,2,2,1,0,1,AFRI,0,1,29097
AFRI,2,2,2,0,1,AFRI,0,1,21317
AFRI,2,2,3,0,1,AFRI,0,1,13394
AFRI,2,2,99,0,1,AFRI,0,1,1035
AFRI,2,2,1,1,1,AFRI,0,1,11149
AFRI,2,2,2,1,1,AFRI,0,1,15433
AFRI,2,2,3,1,1,AFRI,0,1,6096
AFRI,2,2,99,1,1,AFRI,0,1,177
AFRI,2,2,1,99,1,AFRI,0,1,72
AFRI,2,2,2,99,1,AFRI,0,1,24
AFRI,2,2,3,99,1,AFRI,0,1,44
AFRI,2,2,99,99,1,AFRI,0,1,5
AFRI,2,3,1,0,1,AFRI,0,1,2206
AFRI,2,3,2,0,1,AFRI,0,1,292
AFRI,2,3,3,0,1,AFRI,0,1,116
AFRI,2,3,99,0,1,AFRI,0,1,1
AFRI,2,3,1,1,1,AFRI,0,1,1816
AFRI,2,3,2,1,1,AFRI,0,1,874
AFRI,2,3,3,1,1,AFRI,0,1,820
AFRI,2,3,99,1,1,AFRI,0,1,16
AFRI,2,3,1,99,1,AFRI,0,1,3
AFRI,2,3,2,99,1,AFRI,0,1,4
AFRI,2,3,3,99,1,AFRI,0,1,1
AGO,1,0,1,0,1,AFRI,0,1,928
AGO,1,0,2,0,1,AFRI,0,1,4
AGO,1,0,99,0,1,AFRI,0,1,1348
AGO,1,0,1,1,1,AFRI,0,1,316
AGO,1,0,2,1,1,AFRI,0,1,7
AGO,1,0,99,1,1,AFRI,0,1,557
AGO,1,0,99,99,1,AFRI,0,1,29
AGO,1,1,1,0,1,AFRI,0,1,2061
AGO,1,1,2,0,1,AFRI,0,1,1732
AGO,1,1,3,0,1,AFRI,0,1,103
AGO,1,1,99,0,1,AFRI,0,1,163
AGO,1,1,1,1,1,AFRI,0,1,416
AGO,1,1,2,1,1,AFRI,0,1,1608
AGO,1,1,3,1,1,AFRI,0,1,120
AGO,1,1,99,1,1,AFRI,0,1,19
AGO,1,1,1,99,1,AFRI,0,1,41
AGO,1,1,2,99,1,AFRI,0,1,11
AGO,1,1,3,99,1,AFRI,0,1,6
AGO,1,1,99,99,1,AFRI,0,1,39
AGO,1,2,1,0,1,AFRI,0,1,9391
AGO,1,2,2,0,1,AFRI,0,1,11720
AGO,1,2,3,0,1,AFRI,0,1,6649
AGO,1,2,99,0,1,AFRI,0,1,1017
AGO,1,2,1,1,1,AFRI,0,1,22070
AGO,1,2,2,1,1,AFRI,0,1,20274
AGO,1,2,3,1,1,AFRI,0,1,13879
AGO,1,2,99,1,1,AFRI,0,1,182
AGO,1,2,1,99,1,AFRI,0,1,214
AGO,1,2,2,99,1,AFRI,0,1,173
AGO,1,2,3,99,1,AFRI,0,1,75
AGO,1,2,99,99,1,AFRI,0,1,145
AGO,1,3,1,0,1,AFRI,0,1,65
AGO,1,3,2,0,1,AFRI,0,1,191
AGO,1,3,3,0,1,AFRI,0,1,50
AGO,1,3,99,0,1,AFRI,0,1,15
AGO,1,3,1,1,1,AFRI,0,1,3130
AGO,1,3,2,1,1,AFRI,0,1,863
AGO,1,3,3,1,1,AFRI,0,1,1118
AGO,1,3,99,1,1,AFRI,0,1,42
AGO,1,3,1,99,1,AFRI,0,1,6
AGO,1,3,99,99,1,AFRI,0,1,6
AGO,2,0,1,0,1,AFRI,0,1,817
AGO,2,0,2,0,1,AFRI,0,1,7
AGO,2,0,99,0,1,AFRI,0,1,1252
AGO,2,0,1,1,1,AFRI,0,1,268
AGO,2,0,99,1,1,AFRI,0,1,50
AGO,2,0,99,99,1,AFRI,0,1,27
AGO,2,1,1,0,1,AFRI,0,1,2533
AGO,2,1,2,0,1,AFRI,0,1,2444
AGO,2,1,3,0,1,AFRI,0,1,576
AGO,2,1,99,0,1,AFRI,0,1,86
AGO,2,1,1,1,1,AFRI,0,1,797
AGO,2,1,2,1,1,AFRI,0,1,1270
AGO,2,1,3,1,1,AFRI,0,1,595
AGO,2,1,99,1,1,AFRI,0,1,22
AGO,2,1,1,99,1,AFRI,0,1,30
AGO,2,1,2,99,1,AFRI,0,1,25
AGO,2,1,3,99,1,AFRI,0,1,8
AGO,2,1,99,99,1,AFRI,0,1,54
AGO,2,2,1,0,1,AFRI,0,1,10723
AGO,2,2,2,0,1,AFRI,0,1,8612
AGO,2,2,3,0,1,AFRI,0,1,7313
AGO,2,2,99,0,1,AFRI,0,1,580
AGO,2,2,1,1,1,AFRI,0,1,24936
AGO,2,2,2,1,1,AFRI,0,1,22484
AGO,2,2,3,1,1,AFRI,0,1,22505
AGO,2,2,99,1,1,AFRI,0,1,157
AGO,2,2,1,99,1,AFRI,0,1,97
AGO,2,2,2,99,1,AFRI,0,1,92
AGO,2,2,3,99,1,AFRI,0,1,33
AGO,2,2,99,99,1,AFRI,0,1,162
AGO,2,3,1,0,1,AFRI,0,1,1988
AGO,2,3,2,0,1,AFRI,0,1,45
AGO,2,3,3,0,1,AFRI,0,1,310
AGO,2,3,99,0,1,AFRI,0,1,33
AGO,2,3,1,1,1,AFRI,0,1,8353
AGO,2,3,2,1,1,AFRI,0,1,1099
AGO,2,3,3,1,1,AFRI,0,1,2969
AGO,2,3,99,1,1,AFRI,0,1,6
AGO,2,3,1,99,1,AFRI,0,1,1
AGO,2,3,2,99,1,AFRI,0,1,2
AGO,2,3,99,99,1,AFRI,0,1,3
AIA,1,0,1,1,1,SCAC,0,1,5
AIA,1,1,2,0,1,SCAC,0,1,53
AIA,1,1,3,0,1,SCAC,0,1,6
AIA,1,1,1,1,1,SCAC,0,1,332
AIA,1,1,2,1,1,SCAC,0,1,401
AIA,1,1,3,1,1,SCAC,0,1,10
AIA,1,1,1,99,1,SCAC,0,1,1
AIA,1,2,1,0,1,SCAC,0,1,189
AIA,1,2,2,0,1,SCAC,0,1,582
AIA,1,2,3,0,1,SCAC,0,1,71
AIA,1,2,1,1,1,SCAC,0,1,427
AIA,1,2,2,1,1,SCAC,0,1,712
AIA,1,2,3,1,1,SCAC,0,1,445
AIA,1,2,99,1,1,SCAC,0,1,8
AIA,1,3,1,1,1,SCAC,0,1,574
AIA,1,3,2,1,1,SCAC,0,1,18
AIA,2,0,99,1,1,SCAC,0,1,170
AIA,2,1,1,0,1,SCAC,0,1,15
AIA,2,1,2,0,1,SCAC,0,1,34
AIA,2,1,3,0,1,SCAC,0,1,10
AIA,2,1,1,99,1,SCAC,0,1,1
AIA,2,2,1,0,1,SCAC,0,1,168
AIA,2,2,2,0,1,SCAC,0,1,453
AIA,2,2,3,0,1,SCAC,0,1,247
AIA,2,2,1,1,1,SCAC,0,1,654
AIA,2,2,2,1,1,SCAC,0,1,651
AIA,2,2,3,1,1,SCAC,0,1,896
AIA,2,3,1,0,1,SCAC,0,1,114
AIA,2,3,2,0,1,SCAC,0,1,401
AIA,2,3,1,1,1,SCAC,0,1,25
AIA,2,3,2,1,1,SCAC,0,1,40
AIA,2,3,3,1,1,SCAC,0,1,10
ALB,1,0,1,0,1,EURO,0,1,8065
ALB,1,0,2,0,1,EURO,0,1,11
ALB,1,0,99,0,1,EURO,0,1,17836
ALB,1,0,1,1,1,EURO,0,1,808
ALB,1,0,2,1,1,EURO,0,1,3
ALB,1,0,99,1,1,EURO,0,1,1451
ALB,1,0,1,99,1,EURO,0,1,53
ALB,1,0,99,99,1,EURO,0,1,165
ALB,1,1,1,0,1,EURO,0,1,36863
ALB,1,1,2,0,1,EURO,0,1,19833
ALB,1,1,3,0,1,EURO,0,1,1213
ALB,1,1,99,0,1,EURO,0,1,351
ALB,1,1,1,1,1,EURO,0,1,4917
ALB,1,1,2,1,1,EURO,0,1,7456
ALB,1,1,3,1,1,EURO,0,1,1587
ALB,1,1,99,1,1,EURO,0,1,30
ALB,1,1,1,99,1,EURO,0,1,194
ALB,1,1,2,99,1,EURO,0,1,209
ALB,1,1,3,99,1,EURO,0,1,9
ALB,1,1,99,99,1,EURO,0,1,14
ALB,1,2,1,0,1,EURO,0,1,203974
ALB,1,2,2,0,1,EURO,0,1,119620
ALB,1,2,3,0,1,EURO,0,1,24798
ALB,1,2,99,0,1,EURO,0,1,2162
ALB,1,2,1,1,1,EURO,0,1,29329
ALB,1,2,2,1,1,EURO,0,1,49777
ALB,1,2,3,1,1,EURO,0,1,20352
ALB,1,2,99,1,1,EURO,0,1,490
ALB,1,2,1,99,1,EURO,0,1,1006
ALB,1,2,2,99,1,EURO,0,1,928
ALB,1,2,3,99,1,EURO,0,1,1004
ALB,1,2,99,99,1,EURO,0,1,140
ALB,1,3,1,0,1,EURO,0,1,9144
ALB,1,3,2,0,1,EURO,0,1,5291
ALB,1,3,3,0,1,EURO,0,1,2373
ALB,1,3,99,0,1,EURO,0,1,73
ALB,1,3,1,1,1,EURO,0,1,2976
ALB,1,3,2,1,1,EURO,0,1,2916
ALB,1,3,3,1,1,EURO,0,1,2654
ALB,1,3,99,1,1,EURO,0,1,64
ALB,1,3,1,99,1,EURO,0,1,73
ALB,1,3,2,99,1,EURO,0,1,13
ALB,1,3,3,99,1,EURO,0,1,142
ALB,1,3,99,99,1,EURO,0,1,4
ALB,2,0,1,0,1,EURO,0,1,6255
ALB,2,0,2,0,1,EURO,0,1,4
ALB,2,0,99,0,1,EURO,0,1,16032
ALB,2,0,1,1,1,EURO,0,1,1279
ALB,2,0,99,1,1,EURO,0,1,1066
ALB,2,0,99,99,1,EURO,0,1,263
ALB,2,1,1,0,1,EURO,0,1,37005
ALB,2,1,2,0,1,EURO,0,1,23385
ALB,2,1,3,0,1,EURO,0,1,2883
ALB,2,1,99,0,1,EURO,0,1,326
ALB,2,1,1,1,1,EURO,0,1,3885
ALB,2,1,2,1,1,EURO,0,1,7258
ALB,2,1,3,1,1,EURO,0,1,3400
ALB,2,1,99,1,1,EURO,0,1,30
ALB,2,1,1,99,1,EURO,0,1,217
ALB,2,1,2,99,1,EURO,0,1,168
ALB,2,1,3,99,1,EURO,0,1,14
ALB,2,1,99,99,1,EURO,0,1,19
ALB,2,2,1,0,1,EURO,0,1,165195
ALB,2,2,2,0,1,EURO,0,1,106791
ALB,2,2,3,0,1,EURO,0,1,39689
ALB,2,2,99,0,1,EURO,0,1,1170
ALB,2,2,1,1,1,EURO,0,1,25903
ALB,2,2,2,1,1,EURO,0,1,42167
ALB,2,2,3,1,1,EURO,0,1,32681
ALB,2,2,99,1,1,EURO,0,1,637
ALB,2,2,1,99,1,EURO,0,1,1556
ALB,2,2,2,99,1,EURO,0,1,996
ALB,2,2,3,99,1,EURO,0,1,627
ALB,2,2,99,99,1,EURO,0,1,79
ALB,2,3,1,0,1,EURO,0,1,14019
ALB,2,3,2,0,1,EURO,0,1,4118
ALB,2,3,3,0,1,EURO,0,1,1474
ALB,2,3,99,0,1,EURO,0,1,122
ALB,2,3,1,1,1,EURO,0,1,6100
ALB,2,3,2,1,1,EURO,0,1,2621
ALB,2,3,3,1,1,EURO,0,1,1298
ALB,2,3,99,1,1,EURO,0,1,60
ALB,2,3,1,99,1,EURO,0,1,100
ALB,2,3,2,99,1,EURO,0,1,10
ALB,2,3,3,99,1,EURO,0,1,124
ALB,2,3,99,99,1,EURO,0,1,9
AND,1,0,1,0,1,EURO,0,1,81
AND,1,0,99,0,1,EURO,0,1,153
AND,1,0,1,1,1,EURO,0,1,114
AND,1,0,99,1,1,EURO,0,1,378
AND,1,1,1,0,1,EURO,0,1,13
AND,1,1,2,0,1,EURO,0,1,105
AND,1,1,3,0,1,EURO,0,1,35
AND,1,1,99,0,1,EURO,0,1,1
AND,1,1,1,1,1,EURO,0,1,186
AND,1,1,2,1,1,EURO,0,1,32
AND,1,1,3,1,1,EURO,0,1,6
AND,1,1,99,1,1,EURO,0,1,144
AND,1,2,1,0,1,EURO,0,1,195
AND,1,2,2,0,1,EURO,0,1,409
AND,1,2,3,0,1,EURO,0,1,612
AND,1,2,99,0,1,EURO,0,1,6
AND,1,2,1,1,1,EURO,0,1,208
AND,1,2,2,1,1,EURO,0,1,65
AND,1,2,3,1,1,EURO,0,1,264
AND,1,2,3,99,1,EURO,0,1,1
AND,1,2,99,99,1,EURO,0,1,6
AND,1,3,1,0,1,EURO,0,1,7
AND,1,3,2,0,1,EURO,0,1,1
AND,1,3,3,0,1,EURO,0,1,6
AND,1,3,1,1,1,EURO,0,1,27
AND,1,3,2,1,1,EURO,0,1,4
AND,1,3,3,1,1,EURO,0,1,11
AND,2,0,1,0,1,EURO,0,1,73
AND,2,0,99,0,1,EURO,0,1,1
AND,2,0,1,1,1,EURO,0,1,123
AND,2,0,99,1,1,EURO,0,1,521
AND,2,0,99,99,1,EURO,0,1,2
AND,2,1,1,0,1,EURO,0,1,45
AND,2,1,2,0,1,EURO,0,1,130
AND,2,1,3,0,1,EURO,0,1,59
AND,2,1,99,0,1,EURO,0,1,2
AND,2,1,1,1,1,EURO,0,1,29
AND,2,1,2,1,1,EURO,0,1,430
AND,2,1,3,1,1,EURO,0,1,27
AND,2,1,3,99,1,EURO,0,1,1
AND,2,2,1,0,1,EURO,0,1,13
AND,2,2,2,0,1,EURO,0,1,19
AND,2,2,3,0,1,EURO,0,1,187
AND,2,2,99,0,1,EURO,0,1,1
AND,2,2,1,1,1,EURO,0,1,910
AND,2,2,2,1,1,EURO,0,1,385
AND,2,2,3,1,1,EURO,0,1,419
AND,2,2,3,99,1,EURO,0,1,8
AND,2,2,99,99,1,EURO,0,1,1
AND,2,3,1,0,1,EURO,0,1,28
AND,2,3,2,0,1,EURO,0,1,4
AND,2,3,3,0,1,EURO,0,1,1
AND,2,3,1,1,1,EURO,0,1,39
AND,2,3,2,1,1,EURO,0,1,17
AND,2,3,3,1,1,EURO,0,1,25
ANT,1,0,99,0,1,SCAC,0,1,11
ANT,1,0,99,1,1,SCAC,0,1,867
ANT,1,1,1,0,1,SCAC,0,1,260
ANT,1,1,2,0,1,SCAC,0,1,207
ANT,1,1,3,0,1,SCAC,0,1,129
ANT,1,1,99,0,1,SCAC,0,1,16
ANT,1,1,1,1,1,SCAC,0,1,2371
ANT,1,1,2,1,1,SCAC,0,1,2293
ANT,1,1,3,1,1,SCAC,0,1,405
ANT,1,1,99,1,1,SCAC,0,1,31
ANT,1,1,2,99,1,SCAC,0,1,1
ANT,1,1,3,99,1,SCAC,0,1,1
ANT,1,1,99,99,1,SCAC,0,1,2
ANT,1,2,1,0,1,SCAC,0,1,465
ANT,1,2,2,0,1,SCAC,0,1,2214
ANT,1,2,3,0,1,SCAC,0,1,2209
ANT,1,2,99,0,1,SCAC,0,1,77
ANT,1,2,1,1,1,SCAC,0,1,8003
ANT,1,2,2,1,1,SCAC,0,1,10229
ANT,1,2,3,1,1,SCAC,0,1,7106
ANT,1,2,99,1,1,SCAC,0,1,736
ANT,1,2,2,99,1,SCAC,0,1,1
ANT,1,2,3,99,1,SCAC,0,1,24
ANT,1,2,99,99,1,SCAC,0,1,10
ANT,1,3,1,0,1,SCAC,0,1,1
ANT,1,3,2,0,1,SCAC,0,1,1050
ANT,1,3,3,0,1,SCAC,0,1,2128
ANT,1,3,99,0,1,SCAC,0,1,6
ANT,1,3,1,1,1,SCAC,0,1,465
ANT,1,3,2,1,1,SCAC,0,1,1538
ANT,1,3,3,1,1,SCAC,0,1,734
ANT,1,3,99,1,1,SCAC,0,1,317
ANT,2,0,99,0,1,SCAC,0,1,13
ANT,2,0,99,1,1,SCAC,0,1,1517
ANT,2,0,99,99,1,SCAC,0,1,2
ANT,2,1,1,0,1,SCAC,0,1,82
ANT,2,1,2,0,1,SCAC,0,1,253
ANT,2,1,3,0,1,SCAC,0,1,111
ANT,2,1,99,0,1,SCAC,0,1,18
ANT,2,1,1,1,1,SCAC,0,1,1870
ANT,2,1,2,1,1,SCAC,0,1,2938
ANT,2,1,3,1,1,SCAC,0,1,750
ANT,2,1,99,1,1,SCAC,0,1,1
ANT,2,1,99,99,1,SCAC,0,1,1
ANT,2,2,1,0,1,SCAC,0,1,663
ANT,2,2,2,0,1,SCAC,0,1,2285
ANT,2,2,3,0,1,SCAC,0,1,1309
ANT,2,2,99,0,1,SCAC,0,1,71
ANT,2,2,1,1,1,SCAC,0,1,6579
ANT,2,2,2,1,1,SCAC,0,1,11868
ANT,2,2,3,1,1,SCAC,0,1,8084
ANT,2,2,99,1,1,SCAC,0,1,1628
ANT,2,2,2,99,1,SCAC,0,1,3
ANT,2,2,3,99,1,SCAC,0,1,6
ANT,2,2,99,99,1,SCAC,0,1,7
ANT,2,3,1,0,1,SCAC,0,1,234
ANT,2,3,2,0,1,SCAC,0,1,964
ANT,2,3,3,0,1,SCAC,0,1,452
ANT,2,3,99,0,1,SCAC,0,1,2
ANT,2,3,1,1,1,SCAC,0,1,2208
ANT,2,3,2,1,1,SCAC,0,1,907
ANT,2,3,3,1,1,SCAC,0,1,754
ARE,1,0,1,0,1,ASIA,0,1,3101
ARE,1,0,99,0,1,ASIA,0,1,4705
ARE,1,0,1,1,1,ASIA,0,1,1800
ARE,1,0,99,1,1,ASIA,0,1,4452
ARE,1,0,99,99,1,ASIA,0,1,248
ARE,1,1,1,0,1,ASIA,0,1,754
ARE,1,1,2,0,1,ASIA,0,1,2365
ARE,1,1,3,0,1,ASIA,0,1,979
ARE,1,1,99,0,1,ASIA,0,1,126
ARE,1,1,1,1,1,ASIA,0,1,1896
ARE,1,1,2,1,1,ASIA,0,1,3058
ARE,1,1,3,1,1,ASIA,0,1,1284
ARE,1,1,99,1,1,ASIA,0,1,93
ARE,1,1,1,99,1,ASIA,0,1,20
ARE,1,1,2,99,1,ASIA,0,1,66
ARE,1,1,3,99,1,ASIA,0,1,39
ARE,1,1,99,99,1,ASIA,0,1,65
ARE,1,2,1,0,1,ASIA,0,1,343
ARE,1,2,2,0,1,ASIA,0,1,953
ARE,1,2,3,0,1,ASIA,0,1,4347
ARE,1,2,99,0,1,ASIA,0,1,104
ARE,1,2,1,1,1,ASIA,0,1,180
ARE,1,2,2,1,1,ASIA,0,1,1420
ARE,1,2,3,1,1,ASIA,0,1,8525
ARE,1,2,99,1,1,ASIA,0,1,74
ARE,1,2,1,99,1,ASIA,0,1,31
ARE,1,2,2,99,1,ASIA,0,1,66
